,Year,COUNTY,OSHPD_ID,Facility Name,Licensed Bed Classification,License Bed Designation,Licensed Bed Day,Discharges,Census Day,Intra Hospital Transfer from Critical Care,available beds,County labels,Facility Label,Beds Required('Predicted')
73880,2015-01-01,Orange,106304113.0,CHILDRENS HOSPITAL AT MISSION,General Acute Care,Intensive Care,2920.0,232.0,819.0,117,2450.0,74,50,2449.999999999999
73908,2015-01-01,Orange,106304306.0,KAISER FOUNDATION HOSPITAL - ORANGE C,General Acute Care,Intensive Care,7300.0,131.0,2422.0,591,5600.0,74,230,5599.999999999998
73922,2015-01-01,Orange,106304409.0,KAISER FOUNDATION HOSPITAL - ORANGE C,General Acute Care,Intensive Care,14600.0,320.0,5613.0,1277,10584.0,74,230,10583.999999999998
73950,2015-01-01,Placer,106310791.0,SUTTER AUBURN FAITH HOSPITAL,General Acute Care,Intensive Care,1460.0,142.0,1169.0,469,902.0,75,520,901.9999999999993
73964,2015-01-01,Placer,106311000.0,SUTTER ROSEVILLE MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,899.0,7365.0,2054,4348.0,75,530,4348.000000000002
73978,2015-01-01,Placer,106314024.0,KAISER FOUNDATION HOSPITAL - ROSEVILL,General Acute Care,Intensive Care,10950.0,414.0,4833.0,2122,8653.0,75,236,8653.0
74062,2015-01-01,Riverside,106331152.0,CORONA REGIONAL MEDICAL CENTER-MAIN,General Acute Care,Intensive Care,6570.0,255.0,2842.0,319,4302.0,76,85,4302.0
74076,2015-01-01,Riverside,106331164.0,DESERT REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,8395.0,522.0,7563.0,903,2257.0,76,88,2257.0000000000027
74090,2015-01-01,Riverside,106331168.0,EISENHOWER MEDICAL CENTER,General Acute Care,Intensive Care,23360.0,374.0,6052.0,2193,19875.0,76,106,19875.0
74104,2015-01-01,Riverside,106331194.0,HEMET VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,6570.0,513.0,5352.0,525,2256.0,76,153,2256.000000000002
74118,2015-01-01,Riverside,106331216.0,JOHN F KENNEDY MEMORIAL HOSPITAL,General Acute Care,Intensive Care,5840.0,386.0,3008.0,740,3958.0,76,166,3958.0
74146,2015-01-01,Riverside,106331288.0,PALO VERDE HOSPITAL,General Acute Care,Intensive Care,1460.0,15.0,103.0,0,1372.0,76,387,1371.9999999999984
74160,2015-01-01,Riverside,106331293.0,PARKVIEW COMMUNITY HOSPITAL MEDICAL C,General Acute Care,Intensive Care,4745.0,203.0,3499.0,424,1873.0,76,391,1873.0000000000007
74174,2015-01-01,Riverside,106331312.0,RIVERSIDE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,8030.0,429.0,6895.0,1778,3342.0,76,426,3342.000000000002
74188,2015-01-01,Riverside,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL,General Acute Care,Intensive Care,5840.0,565.0,2616.0,665,4454.0,76,439,4454.0
74202,2015-01-01,Riverside,106332172.0,KINDRED HOSPITAL - RIVERSIDE,General Acute Care,Intensive Care,2920.0,63.0,1808.0,610,1785.0,76,264,1784.9999999999989
74216,2015-01-01,Riverside,106334001.0,SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,General Acute Care,Intensive Care,6570.0,276.0,4465.0,850,3231.0,76,490,3231.0000000000014
74230,2015-01-01,Riverside,106334018.0,MENIFEE VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,2190.0,189.0,1501.0,195,1073.0,76,333,1072.9999999999995
74244,2015-01-01,Riverside,106334025.0,KAISER FOUNDATION HOSPITAL - RIVERSID,General Acute Care,Intensive Care,4015.0,212.0,2911.0,559,1875.0,76,235,1875.0000000000002
74258,2015-01-01,Riverside,106334048.0,KAISER FOUNDATION HOSPITAL - MORENO V,General Acute Care,Intensive Care,1825.0,192.0,1504.0,414,927.0,76,227,926.9999999999995
74272,2015-01-01,Riverside,106334068.0,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,General Acute Care,Intensive Care,2555.0,108.0,1781.0,448,1330.0,76,489,1329.9999999999993
74300,2015-01-01,Riverside,106334487.0,RIVERSIDE COUNTY REGIONAL MEDICAL CEN,General Acute Care,Intensive Care,16060.0,524.0,9386.0,2284,9482.0,76,427,9482.000000000004
74314,2015-01-01,Riverside,106334564.0,TEMECULA VALLEY HOSPITAL,General Acute Care,Intensive Care,7300.0,226.0,3001.0,691,5216.0,76,535,5216.0
74328,2015-01-01,Riverside,106334589.0,LOMA LINDA UNIVERSITY MEDICAL CENTER-,General Acute Care,Intensive Care,4380.0,238.0,3330.0,861,2149.0,76,297,2149.0000000000005
74342,2015-01-01,Sacramento,106340913.0,KAISER FOUNDATION HOSPITAL - SACRAMEN,General Acute Care,Intensive Care,9125.0,528.0,7724.0,2255,4184.0,77,237,4184.000000000002
74356,2015-01-01,Sacramento,106340947.0,MERCY GENERAL HOSPITAL,General Acute Care,Intensive Care,16790.0,416.0,10524.0,2666,9348.0,77,334,9348.0
74370,2015-01-01,Sacramento,106340950.0,MERCY SAN JUAN HOSPITAL,General Acute Care,Intensive Care,16425.0,1382.0,13867.0,2923,6863.0,77,344,6863.0000000000055
74384,2015-01-01,Sacramento,106341051.0,"SUTTER MEDICAL CENTER, SACRAMENTO",General Acute Care,Intensive Care,16936.0,994.0,11395.0,2750,9285.0,77,528,9285.000000000004
74398,2015-01-01,Sacramento,106341052.0,SUTTER MEMORIAL HOSPITAL,General Acute Care,Intensive Care,5256.0,581.0,5493.0,947,1291.0,77,529,1291.0000000000025
74468,2015-01-01,Sacramento,106344029.0,MERCY HOSPITAL OF FOLSOM,General Acute Care,Intensive Care,2920.0,158.0,2132.0,578,1524.0,77,337,1523.9999999999995
74482,2015-01-01,Sacramento,106344035.0,VIBRA HOSPITAL OF SACRAMENTO,General Acute Care,Intensive Care,2190.0,36.0,1534.0,110,802.0,77,576,801.9999999999991
74524,2015-01-01,San Benito,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2920.0,216.0,1084.0,197,2249.0,78,150,2248.9999999999995
74552,2015-01-01,San Bernardino,106361144.0,CHINO VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,275.0,1555.0,245,4075.0,79,55,4074.9999999999995
74566,2015-01-01,San Bernardino,106361166.0,MONTCLAIR HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,236.0,1734.0,266,1688.0,79,356,1687.9999999999995
74580,2015-01-01,San Bernardino,106361223.0,KAISER FOUNDATION HOSPITAL - FONTANA,General Acute Care,Intensive Care,21900.0,990.0,10374.0,1842,14358.0,79,221,14358.000000000004
74594,2015-01-01,San Bernardino,106361245.0,LOMA LINDA UNIV. MED. CENTER EAST CAM,General Acute Care,Intensive Care,2920.0,149.0,1474.0,323,1918.0,79,290,1917.9999999999993
74608,2015-01-01,San Bernardino,106361246.0,LOMA LINDA UNIVERSITY MEDICAL CENTER,General Acute Care,Intensive Care,32850.0,1784.0,22693.0,3054,14995.0,79,296,14995.000000000011
74636,2015-01-01,San Bernardino,106361274.0,KINDRED HOSPITAL - ONTARIO,General Acute Care,Intensive Care,2555.0,166.0,1332.0,223,1612.0,79,262,1611.9999999999993
74650,2015-01-01,San Bernardino,106361308.0,REDLANDS COMMUNITY HOSPITAL,General Acute Care,Intensive Care,4380.0,193.0,3354.0,633,1852.0,79,421,1852.0000000000005
74664,2015-01-01,San Bernardino,106361318.0,SAN ANTONIO REGIONAL HOSPITAL,General Acute Care,Intensive Care,4380.0,326.0,3710.0,789,1785.0,79,435,1785.0000000000005
74678,2015-01-01,San Bernardino,106361323.0,COMMUNITY HOSPITAL OF SAN BERNARDINO,General Acute Care,Intensive Care,4015.0,169.0,3565.0,662,1281.0,79,76,1281.0000000000005
74692,2015-01-01,San Bernardino,106361339.0,ST. BERNARDINE MEDICAL CENTER,General Acute Care,Intensive Care,9855.0,651.0,11884.0,3049,1671.0,79,492,1671.0000000000043
74706,2015-01-01,San Bernardino,106361343.0,ST. MARY MEDICAL CENTER - APPLE VALLE,General Acute Care,Intensive Care,7300.0,498.0,6619.0,1352,2531.0,79,510,2531.000000000002
74720,2015-01-01,San Bernardino,106361370.0,VICTOR VALLEY GLOBAL MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,78.0,1968.0,250,2010.0,79,579,2009.9999999999993
74762,2015-01-01,San Bernardino,106362041.0,HI-DESERT MEDICAL CENTER,General Acute Care,Intensive Care,1460.0,123.0,850.0,179,912.0,79,156,911.9999999999991
74818,2015-01-01,San Bernardino,106364144.0,DESERT VALLEY HOSPITAL,General Acute Care,Intensive Care,6570.0,318.0,3994.0,593,3487.0,79,89,3487.000000000001
74832,2015-01-01,San Bernardino,106364188.0,KINDRED HOSPITAL - RANCHO,General Acute Care,Intensive Care,2920.0,90.0,2595.0,239,654.0,79,263,653.9999999999997
74846,2015-01-01,San Bernardino,106364231.0,ARROWHEAD REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,17520.0,1563.0,14619.0,2969,7433.0,79,19,7433.0000000000055
74860,2015-01-01,San Bernardino,106364265.0,KAISER FOUNDATION HOSPITAL - ONTARIO,General Acute Care,Intensive Care,7300.0,175.0,3777.0,901,4599.0,79,229,4599.0
74874,2015-01-01,San Bernardino,106364268.0,LOMA LINDA UNIVERSITY HEART AND SURGI,General Acute Care,Intensive Care,1460.0,1.0,38.0,0,1423.0,79,294,1422.9999999999984
74889,2015-01-01,San Bernardino,106364430.0,BARSTOW COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,165.0,1100.0,174,699.0,79,23,698.9999999999994
74917,2015-01-01,San Bernardino,106364502.0,LOMA LINDA UNIVERSITY CHILDRENS HOSPI,General Acute Care,Intensive Care,36135.0,2157.0,19582.0,2285,20995.0,79,292,20995.000000000015
74931,2015-01-01,San Diego,106370658.0,SCRIPPS MERCY HOSPITAL - CHULA VISTA,General Acute Care,Intensive Care,11880.0,544.0,4996.0,1142,8570.0,80,457,8570.000000000002
74945,2015-01-01,San Diego,106370673.0,RADY CHILDRENS HOSPITAL - SAN DIEGO,General Acute Care,Intensive Care,19710.0,1207.0,16432.0,0,4485.0,80,418,4485.000000000009
74959,2015-01-01,San Diego,106370689.0,SHARP CORONADO HOSPITAL AND HEALTHCAR,General Acute Care,Intensive Care,1095.0,121.0,953.0,144,407.0,80,462,406.99999999999915
74973,2015-01-01,San Diego,106370694.0,SHARP MEMORIAL HOSPITAL,General Acute Care,Intensive Care,18250.0,676.0,13192.0,3779,9513.0,80,464,9513.0
75000,2015-01-01,San Diego,106370714.0,GROSSMONT HOSPITAL,General Acute Care,Intensive Care,25550.0,706.0,11967.0,2697,16986.0,80,148,16986.0
75014,2015-01-01,San Diego,106370721.0,KINDRED HOSPITAL - SAN DIEGO,General Acute Care,Intensive Care,2920.0,33.0,1892.0,143,1204.0,80,266,1203.9999999999995
75028,2015-01-01,San Diego,106370730.0,KAISER FOUNDATION HOSPITAL - SAN DIEG,General Acute Care,Intensive Care,8760.0,548.0,6000.0,1098,4406.0,80,238,4406.000000000002
75042,2015-01-01,San Diego,106370744.0,SCRIPPS MERCY HOSPITAL,General Acute Care,Intensive Care,10890.0,421.0,7008.0,1622,5925.0,80,456,5925.000000000002
75084,2015-01-01,San Diego,106370755.0,PALOMAR HEALTH DOWNTOWN CAMPUS,General Acute Care,Intensive Care,7665.0,0.0,0.0,0,7665.0,80,388,7664.999999999998
75098,2015-01-01,San Diego,106370771.0,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,General Acute Care,Intensive Care,25081.0,491.0,10540.0,2072,17104.0,80,455,17104.000000000004
75112,2015-01-01,San Diego,106370780.0,TRI-CITY MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,207.0,2912.0,565,2970.0,80,538,2970.0
75126,2015-01-01,San Diego,106370782.0,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL,General Acute Care,Intensive Care,11680.0,1570.0,11593.0,2360,4017.0,80,557,4017.0000000000064
75140,2015-01-01,San Diego,106370787.0,PROMISE HOSPITAL OF SAN DIEGO,General Acute Care,Intensive Care,1825.0,74.0,1369.0,0,530.0,80,406,529.9999999999995
75154,2015-01-01,San Diego,106370875.0,SHARP CHULA VISTA MEDICAL CENTER,General Acute Care,Intensive Care,18409.0,641.0,8776.0,1995,12269.0,80,461,12268.999999999998
75169,2015-01-01,San Diego,106370977.0,POMERADO HOSPITAL,General Acute Care,Intensive Care,4380.0,9.0,2320.0,172,2241.0,80,399,2240.999999999999
75183,2015-01-01,San Diego,106371256.0,SCRIPPS GREEN HOSPITAL,General Acute Care,Intensive Care,4380.0,203.0,3005.0,1369,2947.0,80,453,2946.9999999999995
75197,2015-01-01,San Diego,106371394.0,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,General Acute Care,Intensive Care,4380.0,305.0,3320.0,458,1823.0,80,454,1823.0000000000005
75253,2015-01-01,San Diego,106374094.0,VIBRA HOSPITAL OF SAN DIEGO,General Acute Care,Intensive Care,2190.0,0.0,0.0,0,2190.0,80,577,2189.999999999998
75266,2015-01-01,San Diego,106374141.0,"UCSD-La Jolla, John M/Sally B Thornto",General Acute Care,Intensive Care,4380.0,480.0,4283.0,1024,1601.0,80,548,1601.0000000000007
75280,2015-01-01,San Diego,106374382.0,PALOMAR MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,16.0,5238.0,342,3880.0,80,389,3880.0
75294,2015-01-01,San Francisco,106380777.0,CALIFORNIA PACIFIC MED CTR-CALIFORNIA,General Acute Care,Intensive Care,2920.0,272.0,1033.0,220,2379.0,81,31,2378.9999999999995
75336,2015-01-01,San Francisco,106380857.0,KAISER FOUNDATION HOSPITAL - SAN FRAN,General Acute Care,Intensive Care,11680.0,559.0,7381.0,2392,7250.0,81,239,7250.000000000002
75378,2015-01-01,San Francisco,106380895.0,UCSF MEDICAL CENTER AT MOUNT ZION,General Acute Care,Intensive Care,2555.0,3.0,44.0,10,2524.0,81,552,2523.999999999998
75392,2015-01-01,San Francisco,106380929.0,CALIFORNIA PACIFIC MED CTR-PACIFIC CA,General Acute Care,Intensive Care,10585.0,284.0,6785.0,2289,6373.0,81,35,6373.0
75406,2015-01-01,San Francisco,106380933.0,CALIFORNIA PACIFIC MED CTR-DAVIES CAM,General Acute Care,Intensive Care,2920.0,132.0,2214.0,757,1595.0,81,33,1594.9999999999995
75420,2015-01-01,San Francisco,106380939.0,SAN FRANCISCO GENERAL HOSPITAL,General Acute Care,Intensive Care,8030.0,0.0,0.0,0,8030.0,81,437,8029.999999999998
75434,2015-01-01,San Francisco,106380960.0,ST. FRANCIS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,3650.0,224.0,3504.0,475,845.0,81,495,845.0000000000006
75448,2015-01-01,San Francisco,106380964.0,CALIFORNIA PACIFIC MEDICAL CENTER - S,General Acute Care,Intensive Care,3650.0,173.0,1891.0,465,2397.0,81,37,2396.9999999999995
75462,2015-01-01,San Francisco,106381154.0,UCSF MEDICAL CENTER,General Acute Care,Intensive Care,31390.0,499.0,17852.0,1920,15957.0,81,550,15957.000000000005
75476,2015-01-01,San Francisco,106382715.0,CHINESE HOSPITAL,General Acute Care,Intensive Care,1825.0,53.0,660.0,19,1237.0,81,54,1236.999999999999
75490,2015-01-01,San Francisco,106384200.0,UCSF MEDICAL CENTER AT MISSION BAY,General Acute Care,Intensive Care,16790.0,375.0,8661.0,1243,9747.0,81,551,9746.999999999998
75504,2015-01-01,San Joaquin,106390846.0,DAMERON HOSPITAL,General Acute Care,Intensive Care,4380.0,217.0,2933.0,364,2028.0,82,86,2028.0000000000005
75533,2015-01-01,San Joaquin,106390923.0,LODI MEMORIAL HOSPITAL,General Acute Care,Intensive Care,3650.0,219.0,1808.0,641,2702.0,82,289,2701.9999999999995
75547,2015-01-01,San Joaquin,106391010.0,SAN JOAQUIN GENERAL HOSPITAL,General Acute Care,Intensive Care,5840.0,269.0,4759.0,718,2068.0,82,441,2068.0000000000014
75561,2015-01-01,San Joaquin,106391042.0,ST. JOSEPHS MEDICAL CENTER OF STOCKTO,General Acute Care,Intensive Care,7300.0,329.0,5591.0,1937,3975.0,82,504,3975.000000000001
75575,2015-01-01,San Joaquin,106391056.0,SUTTER TRACY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,199.0,1482.0,343,1980.0,82,533,1979.9999999999993
75603,2015-01-01,San Joaquin,106392287.0,DOCTORS HOSPITAL OF MANTECA,General Acute Care,Intensive Care,2920.0,190.0,1772.0,566,1904.0,82,91,1903.9999999999993
75630,2015-01-01,San Joaquin,106394009.0,KAISER FOUNDATION HOSPITAL - MANTECA,General Acute Care,Intensive Care,2190.0,186.0,1058.0,224,1542.0,82,225,1541.999999999999
75644,2015-01-01,San Luis Obispo,106400466.0,"MARIAN REGIONAL MEDICAL CENTER, ARROY",General Acute Care,Intensive Care,2920.0,222.0,1308.0,309,2143.0,83,319,2142.999999999999
75658,2015-01-01,San Luis Obispo,106400480.0,FRENCH HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,4015.0,197.0,2355.0,440,2297.0,83,130,2297.0
75672,2015-01-01,San Luis Obispo,106400524.0,SIERRA VISTA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,4015.0,41.0,569.0,434,3921.0,83,472,3920.999999999998
75686,2015-01-01,San Luis Obispo,106400548.0,TWIN CITIES COMMUNITY HOSPITAL,General Acute Care,Intensive Care,6570.0,124.0,310.0,117,6501.0,83,545,6500.999999999998
75728,2015-01-01,San Mateo,106410782.0,SAN MATEO MEDICAL CENTER,General Acute Care,Intensive Care,2555.0,132.0,1534.0,317,1470.0,84,443,1469.9999999999993
75742,2015-01-01,San Mateo,106410806.0,KAISER FOUNDATION HOSPITAL - SOUTH SA,General Acute Care,Intensive Care,5475.0,115.0,1874.0,772,4488.0,84,246,4487.999999999998
75756,2015-01-01,San Mateo,106410817.0,SETON MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,0.0,3504.0,910,2516.0,84,459,2515.999999999999
75784,2015-01-01,San Mateo,106410852.0,MILLS-PENINSULA MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,290.0,4615.0,1385,5820.0,84,349,5819.999999999998
75798,2015-01-01,San Mateo,106410891.0,SEQUOIA HOSPITAL,General Acute Care,Intensive Care,5840.0,143.0,2062.0,599,4520.0,84,458,4519.999999999998
75826,2015-01-01,San Mateo,106414139.0,KAISER FOUNDATION HOSPITAL - REDWOOD,General Acute Care,Intensive Care,7300.0,279.0,4222.0,1375,4732.0,84,232,4732.0
75840,2015-01-01,Santa Barbara,106420483.0,GOLETA VALLEY COTTAGE HOSPITAL,General Acute Care,Intensive Care,3604.0,181.0,564.0,276,3497.0,85,143,3496.999999999999
75854,2015-01-01,Santa Barbara,106420491.0,LOMPOC VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,2190.0,0.0,0.0,0,2190.0,85,300,2189.999999999998
75882,2015-01-01,Santa Barbara,106420514.0,SANTA BARBARA COTTAGE HOSPITAL,General Acute Care,Intensive Care,14600.0,292.0,6623.0,1899,10168.0,85,445,10167.999999999998
75952,2015-01-01,Santa Clara,106430705.0,REGIONAL MEDICAL OF SAN JOSE,General Acute Care,Intensive Care,12410.0,632.0,11115.0,2471,4398.0,86,423,4398.000000000004
75966,2015-01-01,Santa Clara,106430743.0,EL CAMINO HOSPITAL LOS GATOS,General Acute Care,Intensive Care,2555.0,98.0,963.0,335,2025.0,86,109,2024.999999999999
75980,2015-01-01,Santa Clara,106430763.0,EL CAMINO HOSPITAL,General Acute Care,Intensive Care,8760.0,276.0,4347.0,2713,7402.0,86,108,7401.999999999998
75994,2015-01-01,Santa Clara,106430779.0,GOOD SAMARITAN HOSPITAL-SAN JOSE,General Acute Care,Intensive Care,15330.0,407.0,4708.0,968,11997.0,86,146,11997.000000000002
76008,2015-01-01,Santa Clara,106430837.0,OCONNOR HOSPITAL,General Acute Care,Intensive Care,5110.0,133.0,3907.0,863,2199.0,86,372,2198.9999999999995
76022,2015-01-01,Santa Clara,106430883.0,SANTA CLARA VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,16060.0,501.0,8265.0,1635,9931.0,86,446,9931.000000000002
76036,2015-01-01,Santa Clara,106430905.0,STANFORD HEALTH CARE,General Acute Care,Intensive Care,24455.0,606.0,18128.0,3295,10228.0,86,517,10228.000000000004
76064,2015-01-01,Santa Clara,106431506.0,KAISER FOUNDATION HOSPITAL - SAN JOSE,General Acute Care,Intensive Care,5110.0,121.0,1222.0,554,4563.0,86,240,4562.999999999998
76079,2015-01-01,Santa Clara,106434040.0,LUCILE SALTER PACKARD CHILDRENS HOSP.,General Acute Care,Intensive Care,16060.0,656.0,14215.0,0,2501.0,86,314,2501.000000000008
76107,2015-01-01,Santa Clara,106434138.0,ST. LOUISE REGIONAL HOSPITAL,General Acute Care,Intensive Care,1460.0,127.0,1100.0,204,691.0,86,507,690.9999999999992
76121,2015-01-01,Santa Clara,106434153.0,KAISER FOUNDATION HOSPITAL - SANTA CL,General Acute Care,Intensive Care,13870.0,341.0,7232.0,2691,9670.0,86,243,9669.999999999998
76162,2015-01-01,Santa Cruz,106440755.0,DOMINICAN HOSPITAL,General Acute Care,Intensive Care,3650.0,171.0,2884.0,1019,1956.0,87,97,1955.9999999999998
76190,2015-01-01,Santa Cruz,106444013.0,WATSONVILLE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1095.0,46.0,562.0,170,749.0,87,585,748.9999999999986
76232,2015-01-01,Shasta,106450940.0,SHASTA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,12775.0,125.0,2065.0,440,11275.0,88,465,11274.999999999998
76246,2015-01-01,Shasta,106450949.0,MERCY MEDICAL CENTER - REDDING,General Acute Care,Intensive Care,12410.0,495.0,5535.0,1644,9014.0,88,340,9014.0
76302,2015-01-01,Siskiyou,106470871.0,MERCY MEDICAL CENTER MT. SHASTA,General Acute Care,Intensive Care,1460.0,71.0,311.0,97,1317.0,89,343,1316.9999999999989
76317,2015-01-01,Siskiyou,106474007.0,FAIRCHILD MEDICAL CENTER,General Acute Care,Intensive Care,1460.0,163.0,710.0,116,1029.0,89,119,1028.9999999999993
76331,2015-01-01,Solano,106480989.0,KAISER FOUNDATION HOSPITAL - REHABILI,General Acute Care,Intensive Care,8760.0,226.0,3373.0,1234,6847.0,90,233,6846.999999999998
76359,2015-01-01,Solano,106481094.0,SUTTER SOLANO MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,215.0,3204.0,735,2126.0,90,532,2126.0
76373,2015-01-01,Solano,106481357.0,NORTH BAY MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,419.0,4699.0,971,5451.0,90,364,5451.0
76386,2015-01-01,Solano,106484001.0,NORTH BAY VACAVALLEY HOSPITAL,General Acute Care,Intensive Care,2190.0,96.0,1230.0,327,1383.0,90,365,1382.9999999999993
76400,2015-01-01,Solano,106484044.0,KAISER FOUNDATION HOSPITAL - VACAVILL,General Acute Care,Intensive Care,5840.0,143.0,2780.0,946,4149.0,90,247,4148.999999999998
76442,2015-01-01,Sonoma,106490964.0,HEALDSBURG DISTRICT HOSPITAL,General Acute Care,Intensive Care,1460.0,56.0,470.0,157,1203.0,91,151,1202.9999999999986
76456,2015-01-01,Sonoma,106491001.0,PETALUMA VALLEY HOSPITAL,General Acute Care,Intensive Care,3285.0,146.0,1354.0,395,2472.0,91,394,2471.999999999999
76470,2015-01-01,Sonoma,106491064.0,SANTA ROSA MEMORIAL HOSPITAL-MONTGOME,General Acute Care,Intensive Care,5840.0,733.0,9312.0,855,-1884.0,91,451,-1883.9999999999948
76484,2015-01-01,Sonoma,106491076.0,SONOMA VALLEY HOSPITAL,General Acute Care,Intensive Care,2190.0,142.0,972.0,155,1515.0,91,477,1514.999999999999
76512,2015-01-01,Sonoma,106491338.0,SONOMA WEST MEDICAL CENTER,General Acute Care,Intensive Care,1825.0,15.0,31.0,9,1818.0,91,478,1817.9999999999984
